submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy,status_in_folder,code,label,LLM
s414187459,p03775,u123849536,1588282506,Python,Python (3.4.3),py,Accepted,30.0,3060.0,214,,Accepted,"# -*- coding: utf-8 -*-
import math

n = int(input())
counter = 0

for i in range(int(math.sqrt(n)), 0, -1):
  if n % i == 0:
    j = int(n / i)
    _keta = max(len(str(i)), len(str(j)))
    print(_keta)
    break
",0,Human
s794694099,p03353,u941753895,1559078850,Python,Python (3.4.3),py,Wrong Answer,66.0,9636.0,786,,Wrong,"import math,string,itertools,fractions,heapq,collections,re,array,bisect,sys,random,time

sys.setrecursionlimit(10**7)
inf=10**20
mod=10**9+7

def LI(): return list(map(int,input().split()))
def I(): return int(input())
def LS(): return input().split()
def S(): return input()

def main():
  s=S()
  k=I()

  _s=sorted(s)

  l=[]
  l.append('zzzzzzzzzzzzzzzzzzzz')
  l.append('zzzzzzzzzzzzzzzzzzzzz')

  for i in range(3):
    for j in range(len(s)):
      if len(s)>i and _s[i]==s[j]:
        l.append(s[j])

        if len(s)-j>=2:
          l.append(s[j:j+2])

        if len(s)-j>=3:
          l.append(s[j:j+3])

        if len(s)-j>=4:
          l.append(s[j:j+4])

        if len(s)-j>=5:
          l.append(s[j:j+5])

  l=list(set(l))
  l.sort()

  return l[k-1]

print(main())
",0,Human
s461814741,p02715,u162612857,1586751220,Python,Python (3.8.2),py,Accepted,730.0,15668.0,2952,,Accepted,"def is_prime(num):
    if num == 1:
        raise ValueError(""error!"")
    d = 2
    while d * d <= num:
        if num % d == 0:
            return False
        d += 1
    return True
    
n, k = list(map(int, input().split()))
mod = 10 ** 9 + 7

n_power_table = [-1] * (k+1)
for i in range(k+1):
    n_power_table[i] = pow(i, n, mod)

# 素数リストを作っておく
prime_list = []
for i in range(2, k+1):
    if is_prime(i):
        prime_list.append(i)

prime_2_list = []
prime_3_list = []
prime_4_list = []
prime_5_list = []
prime_6_list = []

ll = len(prime_list)
for i, p1 in enumerate(prime_list):
    for j in range(i+1, ll):
        p2 = prime_list[j]
        if p1*p2 > k:
            break
        prime_2_list.append(p1*p2)
        for v in range(j+1, ll):
            p3 = prime_list[v]
            if p1*p2*p3 > k:
                break
            prime_3_list.append(p1*p2*p3)
            # print(p1, p2, p3)
            for w in range(v+1, ll):#enumerate(prime_list[v+1:]):
                p4 = prime_list[w]
                if p1*p2*p3*p4 > k:
                    break
                prime_4_list.append(p1*p2*p3*p4)
                for x in range(w+1, ll):#, p5 in enumerate(prime_list[w+1:]):
                    p5 = prime_list[x]
                    if p1*p2*p3*p4*p5 > k:
                        break
                    prime_5_list.append(p1*p2*p3*p4*p5)
                    for y in range(x+1, ll):#, p5 in enumerate(prime_list[w+1:]):
                        p6 = prime_list[y]
                        if p1*p2*p3*p4*p5*p6 > k:
                            break
                        prime_6_list.append(p1*p2*p3*p4*p5*p6)

prime_2_list.sort()
prime_3_list.sort()
prime_4_list.sort()
prime_5_list.sort()
prime_6_list.sort()

# prime_3_list = []
# for i, p1 in enumerate(prime_list):
#     for j, p1_ in enumerate(prime_2_list):
#         if p1*p1_ > k:
#             break
#         prime_3_list.append(p1*p1_)

# list(set(prime_3_list)).sort()

# print(prime_3_list)

ans = 0
temp = 0

for g in range(1, k+1):
    # kosuu は、gcd = gとなる組み合わせの個数
    p = k // g
    
    kosuu = n_power_table[p]

    for prime in prime_list:
        if prime > p:
            break
        kosuu -= n_power_table[p//prime]
    
    for prime in prime_2_list:
        if prime > p:
            break
        kosuu += n_power_table[p//prime]
    
    for prime in prime_3_list:
        if prime > p:
            break
        kosuu -= n_power_table[p//prime]

    for prime in prime_4_list:
        if prime > p:
            break
        kosuu += n_power_table[p//prime]

    for prime in prime_5_list:
        if prime > p:
            break
        kosuu -= n_power_table[p//prime]

    for prime in prime_6_list:
        if prime > p:
            break
        kosuu += n_power_table[p//prime]

    kosuu %= mod
    ans += g * kosuu
    # print(g, kosuu)
    temp += kosuu

print(ans% mod)
# print(temp)
",0,Human
s270059262,p04019,u941438707,1569955878,Python,Python (3.4.3),py,Wrong Answer,17.0,2940.0,92,,Wrong,"print(""Yes"" if set(list(input())) in [['S', 'N'],['W', 'E'],['S', 'N', 'W', 'E']] else ""No"")",0,Human
s269336143,p02835,u822725754,1575857240,Python,PyPy3 (2.4.0),py,Runtime Error,174.0,38384.0,101,,Runtime,"a, b, c = int(input().split())
if a + b + c >= 22:
  print('bust')
if a + b + c <= 21:
  print('win')",0,Human
s720602972,p02685,u314050667,1589161988,Python,Python (3.8.2),py,Wrong Answer,1573.0,34548.0,984,,Wrong,"import numpy as np
import sys
read = sys.stdin.read
readline = sys.stdin.readline
readlines = sys.stdin.readlines
mod = 998244353
N, M, K = map(int, input().split())
def cumprod(x, MOD = mod):
	L = len(x)
	Lsq = int(L**.5 + 1)
	x = np.resize(x, Lsq ** 2).reshape(Lsq, Lsq)
	for n in range(1, Lsq):
		x[:,n] *= x[:,n-1]
		x[:,n] %= MOD
	for n in range(1,Lsq):
		x[n] *= x[n-1, -1]
		x[n] %= MOD
	return x.flatten()[:L]

def make_fact(U, MOD = mod):
	x = np.arange(U, dtype = np.int64)
	x[0] = 1
	fact = cumprod(x, MOD)
	x = np.arange(U, 0, -1, dtype = np.int64)
	x[0] = pow(int(fact[-1]), MOD - 2, MOD)
	fact_inv = cumprod(x, MOD)[::-1]
	return fact, fact_inv

fact, fact_inv = make_fact(N+10)


ans = 0
D = M * ((M-1) ** (N-1))
D %= mod
for i in range(K+1):
	if i == 0:
		ans += D
	else:
		d = fact[N-1]
		d *= fact_inv[i]
		d %= mod
		d *= fact_inv[N-1-i]
		d %= mod

		tmp = d * D
		tmp %= mod
		ans += tmp

	ans %= mod		
	D *= pow(M-1, mod-2, mod)
	D %= mod

ans %= mod

print(ans)",0,Human
s271267934,p03303,u052593201,1531012068,Python,Python (3.4.3),py,Accepted,18.0,3188.0,148,,Accepted,"import math

S = input()
w = int(input())

S_list = list(S)
S_len = len(S)

for i in range(math.ceil(S_len / w)):
    print(S_list[i * w], end = """")",0,Human
s154137400,p02695,u616542081,1596110980,Python,Python (3.8.2),py,Accepted,1043.0,9136.0,350,,Accepted,"from itertools import combinations_with_replacement as comp_rplc

n, m, q = list(map(int, input().split()))

req = [list(map(int, input().split())) for _ in range(q)]

ans = 0

for seq in comp_rplc(range(1, m + 1), n):
  score = 0
  for a, b, c, d in req:
    if seq[b - 1] - seq[a - 1] == c:
      score += d
    
  ans = max(ans, score)

print(ans)",0,Human
s926789292,p03779,u074220993,1597588023,Python,Python (3.8.2),py,Wrong Answer,29.0,9156.0,102,,Wrong,"import math
X = int(input())
n = math.floor((math.sqrt(1+8*X) - 1)/2)
ans = X - n*(n-1)//2
print(ans)
",0,Human
s738731435,p02603,u585348179,1595747237,Python,Python (3.8.2),py,Accepted,30.0,9204.0,369,,Accepted,"N = int(input())
A = list(map(int, input().split()))
 
money = 1000
stock = 0
 
for i in range(N):
    if i == N - 1:
        money += stock * A[i]
        break
    if A[i] < A[i + 1]:
        buy_stock = money // A[i]
        money -= A[i] * buy_stock
        stock += buy_stock
    elif A[i] > A[i + 1]:
        money += A[i] * stock
        stock = 0
 
print(money)",0,Human
s056083789,p02989,u408262366,1561857925,Python,Python (3.4.3),py,Accepted,93.0,15196.0,158,,Accepted,"N = int(input())
huga = input().split()
d = []
for i in range(N):
  d.append(int(huga[i]))
  
hage = sorted(d)
print(abs(hage[int(N/2)] - hage[int(N/2) - 1]))",0,Human
s410968571,p03095,u167681750,1560005479,Python,Python (3.4.3),py,Wrong Answer,25.0,3444.0,207,,Wrong,"from collections import *
from operator import *

n = int(input())
s = input()

counter_s = Counter(s).most_common()
ans = 1
for i in counter_s:
    ans = (ans * i[1] + 1) % (10 * 9 + 7)

ans -= 1
print(ans)",0,Human
s730563914,p03559,u690037900,1587435844,Python,PyPy3 (2.4.0),py,Runtime Error,332.0,92516.0,321,,Runtime,"import sys
import bisect
input = sys.stdin.readline
num=0
n=int(input())
top=list(map(int,input().split()))
mid=list(map(int,input().split()))
und=list(map(int,input().split()))
top.sort()
mid.sort()
und.sort()
for i in mid:
    a=bisect.bisect_left(top,i)
    c=len(c)-bisect.bisect_right(und,i)
    num+=a*c
print(num)
",0,Human
s727206269,p03149,u814781830,1555259676,Python,Python (3.4.3),py,Runtime Error,17.0,2940.0,112,,Runtime,"N = [int(i) in input().split()]
res = ""NO""
if 1 in N and 9 in N and 7 in N and 4 in N:
  res = ""YES""

print(res)",0,Human
s203642033,p02621,u221264296,1593996634,Python,Python (3.8.2),py,Accepted,29.0,9076.0,33,,Accepted,"a=int(input())
print(a+a**2+a**3)",0,Human
s663595175,p02748,u133833119,1583716428,Python,Python (3.4.3),py,Wrong Answer,575.0,62380.0,345,,Wrong,"a,b,m = map(int,input().split())
A = list(map(int,input().split()))
B = list(map(int,input().split()))

xyc = [map(int,input().split()) for i in range(m)]

ans = 100000000

for i in range(m):
    x,y,c = xyc[i]
    cost = A[x-1] + B[y-1] - c
    if ans > cost:
        ans = cost

if cost > min(A) + min(B):
    ans = min(A) + min(B)

print(ans)",0,Human
s395465564,p02766,u477320129,1583204248,Python,Python (3.4.3),py,Runtime Error,17.0,3060.0,637,,Runtime,"#!/usr/bin/env python3
import sys
from itertools import takewhile, count


def solve(N: int, K: int):
    return max(takewhile(lambda i: N > (K ** i), count(1))) + 1

# Generated by 1.1.6 https://github.com/kyuridenamida/atcoder-tools  (tips: You use the default template now. You can remove this line by using your custom template)
def main():
    def iterate_tokens():
        for line in sys.stdin:
            for word in line.split():
                yield word
    tokens = iterate_tokens()
    N = int(next(tokens))  # type: int
    K = int(next(tokens))  # type: int
    print(solve(N, K))

if __name__ == '__main__':
    main()
",0,Human
s102466846,p03222,u218843509,1541386034,Python,Python (3.4.3),py,Accepted,19.0,3064.0,609,,Accepted,"H, W, k = map(int, input().split())
MOD = 10 ** 9 + 7

if W == 1:
	print(1)

else:
	l = [1, 2, 3, 5, 8, 13, 21, 34, 1, 1, 1]

	dp = [[0 for _ in range(W)] for _ in range(H+1)]
	dp[0][0] = 1
	for h in range(0, H):
		for w in range(W):
			if w != 0 and w != W-1:
				dp[h+1][w] = l[w-1] * l[W-2-w] * dp[h][w] + l[w-2] * l[W-2-w] * dp[h][w-1] + l[w-1] * l[W-3-w] * dp[h][w+1]
			elif w == 0:
				dp[h+1][w] = l[w-1] * l[W-2-w] * dp[h][w] + l[w-1] * l[W-3-w] * dp[h][w+1]
			else:
				dp[h+1][w] = l[w-1] * l[W-2-w] * dp[h][w] + l[w-2] * l[W-2-w] * dp[h][w-1]

			dp[h+1][w] %= MOD

	#print(dp)
	print(dp[H][k-1])",0,Human
s312863545,p02861,u121161758,1573959185,Python,Python (3.4.3),py,Wrong Answer,18.0,3064.0,647,,Wrong,"import math

N = int(input())

xy_dict = {}
tmp =[0]
for i in range(N):
    x, y = map(float, input().split())
    #print(x)
    #print(y)

    xy_dict[i] = (x,y)
print(xy_dict)
print(xy_dict[0][0])
print(xy_dict[0][1])

distance_list = []

for i in range(N):
    for j in range(i+1, N):
        x1 = xy_dict[i][0]
        y1 = xy_dict[i][1]
        x2 = xy_dict[j][0]
        y2 = xy_dict[j][1]
        a = math.sqrt((x1 - x2)**2 + (y1 - y2)**2)
        distance_list.append(a)
        #print(""i,j is "", i,j)

sum = 0
for i in range(len(distance_list)):
    sum += distance_list[i]
        
print(math.factorial(N-1) * 2* sum/(math.factorial(N)))",0,Human
s027984485,p03049,u548308904,1557630812,Python,Python (3.4.3),py,Runtime Error,42.0,5364.0,493,,Runtime,"v = [int(d) for d in input().split()]
f = []

for e in range(v[0]):
    f.append(input())
re = 0
for d in f:
    re += d.count('AB')
dd = [list(s) for s in f]

b = 0
a = 0
coo= 0

for q in dd:
    if q[0] == 'B':
        b += 1
    if q[-1] == 'A':
        a += 1
        if q[0] == 'B':
            coo += 1

if a > b:
    ss = b
elif a < b:
    ss = a
elif a == b:
    ss == a

if ss == coo:
    if ss == b:
        if ss == a:
            if ss != 0:
                ss -= 1
print(re + ss)
",0,Human
s288899115,p02701,u448994613,1587949879,Python,PyPy3 (7.3.0),py,Runtime Error,2207.0,74852.0,4092,,Runtime,"# -*- coding: utf-8 -*-
import sys
import math
from bisect import bisect_left
from bisect import bisect_right
import collections
import copy
import heapq
from collections import defaultdict
from heapq import heappop, heappush
import itertools
input = sys.stdin.readline
from collections import defaultdict
from heapq import heappop, heappush

from decimal import *

##### リストの 二分木検索 #####
# bisect_left(lists, 3)
# bisect_right(lists, 3)

##### プライオリティキュー #####
# heapq.heapify(a) #リストaのheap化
# heapq.heappush(a,x) #heap化されたリストaに要素xを追加
# heapq.heappop(a) #heap化されたリストaから最小値を削除＆その最小値を出力

# heapq.heappush(a, -x) #最大値を取り出す時は、pushする時にマイナスにして入れよう
# heapq.heappop(a) * (-1) #取り出す時は、-1を掛けて取り出すこと

##### タプルリストのソート #####
# sorted(ans) #(a, b) -> 1st : aの昇順, 2nd : bの昇順
# sorted(SP, key=lambda x:(x[0],-x[1])) #(a, b) -> 1st : aの昇順, 2nd : bの降順
# sorted(SP, key=lambda x:(-x[0],x[1])) #(a, b) -> 1st : aの降順, 2nd : bの昇順
# sorted(SP, key=lambda x:(-x[0],-x[1])) #(a, b) -> 1st : aの降順, 2nd : bの降順

# sorted(SP, key=lambda x:(x[1])) #(a, b) -> 1st : bの昇順
# sorted(SP, key=lambda x:(-x[1])) #(a, b) -> 1st : bの降順

##### 累乗 #####
# pow(x, y, z) -> x**y % z

##### 割り算の切り上げ #####
# tmp = -(-4 // 3)

def inputInt(): return int(input())
def inputMap(): return map(int, input().split())
def inputList(): return list(map(int, input().split()))

inf = float('inf')
mod = 1000000007

#-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
#-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-

def main():
	N = inputInt()
	S = [[] for i in range(10)]

	ans = 0
	for i in range(N):
		tmp = input()
		tmp = tmp[:-1]
		tmptmp = len(tmp)

		if tmp in S[tmptmp]:
			continue
		else:
			S[tmptmp].append(tmp)
			ans += 1

	print(ans)


#-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
#-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
# nCr mod m
# rがn/2に近いと非常に重くなる
def combination(n, r, mod=10**9+7):
    r = min(r, n-r)
    res = 1
    for i in range(r):
        res = res * (n - i) * modinv(i+1, mod) % mod
    return res

# mを法とするaの乗法的逆元
def modinv(a, mod=10**9+7):
    return pow(a, mod-2, mod)

def egcd(a, b):
    if a == 0:
        return b, 0, 1
    else:
        g, y, x = egcd(b % a, a)
        return g, x - (b // a) * y, y

# nHr mod m
# 問題によって、combination()を切り替えること
def H(n, r, mod=10**9+7):
	# comb = Combination(n+r-1, mod)
	# return comb(n+r-1, r)
    return combination(n+r-1, r, mod)

class Combination:
    """"""
    O(n)の前計算を1回行うことで，O(1)でnCr mod mを求められる
    n_max = 10**6のとき前処理は約950ms (PyPyなら約340ms, 10**7で約1800ms)
    使用例：
    comb = Combination(1000000)
    print(comb(5, 3))  # 10
    """"""
    def __init__(self, n_max, mod=10**9+7):
        self.mod = mod
        self.modinv = self.make_modinv_list(n_max)
        self.fac, self.facinv = self.make_factorial_list(n_max)

    def __call__(self, n, r):
        return self.fac[n] * self.facinv[r] % self.mod * self.facinv[n-r] % self.mod

    def make_factorial_list(self, n):
        # 階乗のリストと階乗のmod逆元のリストを返す O(n)
        # self.make_modinv_list()が先に実行されている必要がある
        fac = [1]
        facinv = [1]
        for i in range(1, n+1):
            fac.append(fac[i-1] * i % self.mod)
            facinv.append(facinv[i-1] * self.modinv[i] % self.mod)
        return fac, facinv

    def make_modinv_list(self, n):
        # 0からnまでのmod逆元のリストを返す O(n)
        modinv = [0] * (n+1)
        modinv[1] = 1
        for i in range(2, n+1):
            modinv[i] = self.mod - self.mod//i * modinv[self.mod%i] % self.mod
        return modinv

if __name__ == ""__main__"":
	main()
",0,Human
s316243329,p02766,u322187839,1594092327,Python,Python (3.8.2),py,Runtime Error,25.0,8752.0,351,,Runtime,"#include<bits/stdc++.h>
using namespace std;
typedef long long int INT;

INT pow(int n,int k)
{
    INT a=1;
    for (int i=1;i<=k;i++){
        a*=n;
    }
    return a;
}

int main()
{
    INT n;
    int k;
    cin>>n>>k;
    int i=0;
    while(1){
        if(n<pow(k,i)){
            cout<<i<<endl;
            break;
        }
        ++i;
    }
}",0,Human
s487873734,p03227,u670180528,1575356710,Python,Python (3.4.3),py,Runtime Error,17.0,2940.0,34,,Runtime,s=input();print(s[::-(len(s)==3)]),0,Human
s199128004,p02554,u273339216,1600029230,Python,Python (3.8.2),py,Runtime Error,216.0,42784.0,377,,Runtime,"from scipy.special import perm
n = int(input())
def re_factorial(n):
    if n < 2:
        return 1
    return n * re_factorial(n-1)
mas = n-2 # 0と9は必ず使う
#print(perm(n, 2))
if mas == 0:
  print(2)
elif n == 0:
  print(1)
else:
  #res = (permutations_count(n, 2) * 10^mas)%(10^9 + 7)
  res = (re_factorial(n) * int(perm(n, 2)) * 10^mas) %(10^9 + 7)
  print(int(res))",0,Human
s177592230,p03797,u824237520,1552491001,Python,Python (3.4.3),py,Wrong Answer,20.0,2940.0,112,,Wrong,"n, m = map(int, input().split())

if m // 2 <= n:
    print(n)
else:
    m -= n * 2
    n += m // 4
    print(n)",0,Human
s649675112,p02665,u693974737,1590890210,Python,PyPy3 (7.3.0),py,Accepted,83.0,83496.0,582,,Accepted,"from math import log2
n = int(input())
arr = list(map(int, input().split()))

if n == 0:
    if arr[0] == 1:
        print(1)
    else:
        print(-1)
    exit()

if arr[0] != 0:
    print(-1)
    exit()

arr.reverse()

ar2 = [None] * (n+1)

for i, e in enumerate(arr):
    if i == 0:
        ar2[0] = (e, e)
        continue

    ar2[i] = (ar2[i-1][0]+e, (ar2[i-1][1]+1) // 2 + e)

if ar2[-1][1] > 1:
    print(-1)
    exit()

ar2.reverse()

total = 0
acc = 1
for i, t in enumerate(ar2):
    acc = min(acc, t[0])

    total += acc
    acc -= arr[n-i]
    acc *= 2

print(total)
",0,Human
s730861843,p03437,u609061751,1588682550,Python,PyPy3 (2.4.0),py,Runtime Error,172.0,38384.0,639,,Runtime,"import sys
input = sys.stdin.readline

n = int(input())
a = [int(x) for x in input().split()]
b = [int(x) for x in input().split()]

diff1 = [] # a > b
diff2 = [] # b > a
for i, j in zip(a, b):
    if i > j:
        diff1.append(i - j)
    elif j > i:
        diff2.append(j - i)

if cnt < sum(diff1):
    print(""No"")
    sys.exit()
else:
    cnt -= sum(diff1)

a_add = cnt + sum(diff1) # 2を足す
b_add = cnt # 1を足す

c = []
for i in diff2:
    if i % 2 == 0:
        a_add -= i//2
    else:
        c.append(1)
        a_add -= (i - 1)//2
a_add -= sum(c)
b_add -= sum(c)
if a_add*2 == b_add:
    print(""Yes"")
else:
    print(""No"")",0,Human
s499561240,p03472,u652057333,1552376029,Python,Python (3.4.3),py,Runtime Error,17.0,2940.0,546,,Runtime,"%%test_input https://atcoder.jp/contests/abc085/tasks/abc085_d
# D
import math
n, h = map(int, input().split())
max_a = 0
a = [0] * n
b = [0] * n
for i in range(n):
    a[i], b[i] = map(int, input().split())
    if max_a < a[i]:
        max_a = a[i]
throw = []
for i in range(n):
    if b[i] > max_a:
        throw.append(b[i])
throw.sort(reverse=True)
damage = 0
count = 0
for i in range(len(throw)):
    damage += throw[i]
    count += 1
    if damage >= h:
        break
if damage < h:
    count += math.ceil((h - damage) / max_a)
print(count)",0,Human
s880711665,p03126,u448659077,1583690797,Python,Python (3.4.3),py,Wrong Answer,17.0,3060.0,242,,Wrong,"#ABC118

n,m = list(map(int,input().split()))
food = [0] * m
for i in range(n):
    a = list(map(int,input().split()))
    for j in a[1:]:
        food[j-1] += 1
        
l = [food[i] for i in range(len(food)) if food[i] == n]
print(l,len(l))",0,Human
s891284941,p02646,u221998589,1592166287,Python,Python (3.8.2),py,Wrong Answer,21.0,9064.0,196,,Wrong,"(A, V) = map(lambda a: int(a), input().split())
(B, W) = map(lambda a: int(a), input().split())
T = int(input())

D = abs(A - B)
X = abs(V - W)

if (X*T >= D):
  print(""YES"")
else:
  print(""NO"")

",0,Human
s058731571,p02534,u954153335,1601168579,Python,Python (3.8.2),py,Accepted,21.0,9140.0,29,,Accepted,"k=int(input())
print(""ACL""*k)",0,Human
s478582975,p02685,u306950978,1589172674,Python,PyPy3 (7.3.0),py,Wrong Answer,2209.0,169848.0,301,,Wrong,"n , m , k = map(int,input().split())
mod = 998244353
t = (m-1)**(n-1)
ans = m*t
ans %= mod
bunb = 1
buns = 1
for i in range(1,k+1):
    t *= pow(m-1,mod-2)
    t %= mod
    buns *= n-i
    buns %= mod
    bunb *= pow(i,mod-2,mod)
    bunb %= mod
    ans += m*t*buns*bunb
    ans %= mod
    
print(ans)",0,Human
s927008388,p03696,u652081898,1558564984,Python,Python (3.4.3),py,Wrong Answer,17.0,3064.0,290,,Wrong,"def generate(n, m):
    x = max(n, m)
    ret = ('('*x)+(')'*x)
    return ret

n = int(input())
s = list(input().replace("")("", "") ("").split())
ans = """"

for i in s:
    x, y = 0, 0
    for char in i:
        if char == '(': x += 1
        else: y += 1
    ans += generate(x, y)

print(ans)",0,Human
s154692671,p03147,u882620594,1554828260,Python,Python (3.4.3),py,Accepted,26.0,3064.0,453,,Accepted,"def allzero(h):
    for i in range(N):
        if h[i] != 0:
            return False
    return True

def move(i):
    if i == N:
        return 0

    for k in range(i, N):
        if h[k] != 0:
            return k
    return 0

N = int(input())
h = list(map(int,input().split()))
i = 0
j = 0
cnt = 0
while not allzero(h):
    while i < N and h[i] != 0:
        h[i] -= 1
        i += 1
    if i != 0:
        cnt += 1
    i = move(i)
print(str(cnt))",0,Human
s237842925,p02916,u185354171,1567905656,Python,Python (3.4.3),py,Runtime Error,17.0,3060.0,258,,Runtime,"N = int(input())
A_list = list(map(int,input().split()))
B_list = list(map(int,input().split()))
C_list = list(map(int,input().split()))
ans = sum(B_list)

for i in range(1,N):
    
    if A_list[i] == A_list[i-1]+1 :
        ans += C_list[i]
print(ans)
    ",0,Human
s604410024,p03402,u571445182,1522208026,Python,Python (3.4.3),py,Accepted,32.0,4468.0,1325,,Accepted,"import sys
 
Tmp = []
Tmp = input().rstrip().split(' ')
A = int(Tmp[0])
B = int(Tmp[1])

#A = 170
#B = 80
print('100 100')

for i in range(50):
    for j in range(100):
        if i==0:
            print('.', end='')
            if  j==99:
                print()
               
            continue
        
        if j==0:
            print('.', end='')
            continue
        elif j==99:
            print('.', end='')
            print()
            continue
        else:
            Tmp1 = i % 2
            Tmp2 = j % 2
            
            if (Tmp1 == 1) and (Tmp2 == 1) and (B > 1):
                print('#', end='')
                B -= 1
            else:
                print('.', end='')
                
for i in range(50):
    for j in range(100):
        if i==0:
            print('#', end='')
            if  j==99:
                print()
            continue
        
        if j==0:
            print('#', end='')
            continue
        elif j==99:
            print('#', end='')
            print()
            continue
        else:
            Tmp1 = i % 2
            Tmp2 = j % 2
            
            if (Tmp1 == 1) and (Tmp2 == 1) and (A > 1):
                print('.', end='')
                A -= 1
            else:
                print('#', end='')
                

",0,Human
s229520430,p03786,u050698451,1531432076,Python,Python (3.4.3),py,Runtime Error,133.0,11152.0,226,,Runtime,"N = int(input())
a = input().split()
for i in range(0,N):
	a[i] = int(a[i])
a.sort()
t = 0
flag = 1
sum_a = 0
for i in range(0,N):
	sum_a += a[i]
	if sum_a*2 < a[i+1]:
		t = i+1
		flag = 0
	if flag == 0:
		break
			
print(N-t)",0,Human
s367499713,p03330,u279493135,1555370701,Python,Python (3.4.3),py,Wrong Answer,2104.0,10212.0,1843,,Wrong,"import sys, re
from collections import deque, defaultdict, Counter
from math import ceil, sqrt, hypot, factorial, pi, sin, cos, radians
from itertools import permutations, combinations, product
from operator import itemgetter, mul
from copy import deepcopy
from string import ascii_lowercase, ascii_uppercase, digits

def input(): return sys.stdin.readline().strip()
def INT(): return int(input())
def MAP(): return map(int, input().split())
def LIST(): return list(map(int, input().split()))
sys.setrecursionlimit(10 ** 9)
INF = float('inf')
MOD = 10 ** 9 + 7

N, C = MAP()
D = [LIST() for _ in range(C)]
c = [LIST() for _ in range(N)]

group0 = []
group1 = []
group2 = []
for i in range(N):
	for j in range(N):
		if (i+j)%3 == 0:
			group0.append(c[i][j]-1)
		elif (i+j)%3 == 1:
			group1.append(c[i][j]-1)
		elif (i+j)%3 == 2:
			group2.append(c[i][j]-1)
# print(group0)
# print(group1)
# print(group2)

color_0 = []
for i in range(C):
	tmp = 0
	for item0 in group0:
		tmp += D[item0][i]
	color_0.append((tmp, i))
color_0 = sorted(color_0)[::-1][0:3]
color_0_lis = [x[1] for x in color_0]

color_1 = []
for i in range(C):
	tmp = 0
	for item1 in group1:
		tmp += D[item1][i]
	color_1.append((tmp, i))
color_1 = sorted(color_1)[::-1][0:3]
color_1_lis = [x[1] for x in color_1]

color_2 = []
for i in range(C):
	tmp = 0
	for item2 in group2:
		tmp += D[item2][i]
	color_2.append((tmp, i))
color_2 = sorted(color_2)[::-1][0:3]
color_2_lis = [x[1] for x in color_2]
# print(color_0)
# print(color_1)
# print(color_2)
ans = INF
for i in color_0_lis:
	for j in color_1_lis:
		for k in color_2_lis:
			tmp = 0
			if i == j or j == k or k == i:
				continue
			else:
				for item0 in group0:
					tmp += D[item0][i]
				for item1 in group1:
					tmp += D[item1][j]
				for item2 in group2:
					tmp += D[item2][k]
				ans = min(ans, tmp)
print(ans)
",0,Human
s510702771,p02997,u584174687,1561280390,Python,PyPy3 (2.4.0),py,Runtime Error,212.0,43376.0,755,,Runtime,"
from math import factorial
# 組み合わせ
def combinations_count(n, r):
    return factorial(n) // (factorial(n - r) * factorial(r))

def main():
    num, k = map(int, input().split())

    max_num = combinations_count(num - 1, 2)

    if k > max_num:
        print('-1')
    else:
        edge = num - 1
        now_count = max_num
        data = [[num, i] for i in range(1, num)]
        for i in range(1, num):
            for j in range(i + 1, num):
                if now_count > k:
                    edge += 1
                    now_count -= 1
                    data.append([i, j])
                else:
                    pass

        print(edge)
        for i, j in data:
            print(i, j)

if __name__ == '__main__':
    main()

",0,Human
s358797768,p03555,u947327691,1588814038,Python,Python (3.4.3),py,Runtime Error,18.0,3060.0,182,,Runtime,"s1=input()
s2=input()

cnt=0
for i in range(len(l1)):
    print(l1[i])
    print(l2[-i-1])
    if l1[i]==l2[-i-1]:
        cnt+=1

if cnt == 3:
    print(""YES"")
else:
    print(""NO"")",0,Human
s572090084,p03637,u622045059,1576729808,Python,Python (3.4.3),py,Runtime Error,69.0,14252.0,455,,Runtime,"N = int(input())
a = list(map(int, input().split()))

cnt_of_4 = 0
cnt_of_2 = 0
cnt_of_1 = 0
for i in range(N):
    if a[i] % 4 == 0:
        cnt_of_4 += 1
    elif a[i] == 2:
        cnt_of_2 += 1
    else:
        cnt_of_1 += 1

if cnt_of_4 == N//2:
    print('Yes')
else:
    if cnt_of_1 < cnt_of_4:
        cnt_of_2 = cnt_of_2 - (cnt_of_4-cont_of1)
    if cnt_of_4 * 2 + ((cnt_of_2//2)*2) >= N:
        print('Yes')
    else:
        print('No')
    
",0,Human
s622805127,p02785,u863150907,1580069480,Python,Python (3.4.3),py,Accepted,156.0,26180.0,155,,Accepted,"N, K = map(int, input().split())
H = list(map(int, input().split()))

a = N-K
if a < 0:
    ans = 0
else:
    h = sorted(H)[:a]
    ans = sum(h)
print(ans)",0,Human
