problem_id,submission_id,LLM,status_in_folder,code,label
p02834,s566794909,GEMINI,Runtime,"#!/usr/bin/env python3
import sys


def solve(N: int, u: int, v: int, A: ""List[int]"", B: ""List[int]""):
    if u == v:
        return 0
    edges = [[] for _ in range(N)]
    for a, b in zip(A, B):
        edges[a-1].append(b-1)
        edges[b-1].append(a-1)
    t_a = [[float('inf')] * N for _ in range(2)]
    def dfs(n, c, t):
        if t_a[t][n] < float('inf'):
            return
        t_a[t][n] = c
        for nn in edges[n]:
            dfs(nn, c+1, t)
    dfs(u-1, 0, 0)
    dfs(v-1, 0, 1)
    c = max(a for t, a in zip(*t_a) if t < a)
    return c - 1

# Generated by 1.1.6 https://github.com/kyuridenamida/atcoder-tools
def main():
    def iterate_tokens():
        for line in sys.stdin:
            for word in line.split():
                yield word
    tokens = iterate_tokens()
    N = int(next(tokens))  # type: int
    u = int(next(tokens))  # type: int
    v = int(next(tokens))  # type: int
    A = [int()] * (N - 1)  # type: ""List[int]""
    B = [int()] * (N - 1)  # type: ""List[int]""
    for i in range(N - 1):
        A[i] = int(next(tokens))
        B[i] = int(next(tokens))
    print(solve(N, u, v, A, B))

def test():
    import doctest
    doctest.testmod()

if __name__ == '__main__':
    #test()
    main()",1
p03660,unrelated,CODESTRAL,Generate,"from collections import deque

def bfs(graph, start, color):
    queue = deque([start])
    color[start] = 0
    while queue:
        node = queue.popleft()
        for neighbor in graph[node]:
            if color[neighbor] == -1:
                color[neighbor] = color[node] ^ 1
                queue.append(neighbor)

def solve(n, edges):
    graph = [[] for _ in range(n)]
    for u, v in edges:
        graph[u - 1].append(v - 1)
        graph[v - 1].append(u - 1)

    color = [-1] * n
    bfs(graph, 0, color)

    fennec_moves = sum(color)
    snuke_moves = n - 1 - fennec_moves

    return 'Fennec' if fennec_moves > snuke_moves else 'Snuke'

n = int(input())
edges = [list(map(int, input().split())) for _ in range(n - 1)]
print(solve(n, edges))
",1
p03260,unrelated,CODESTRAL,Generate,"A, B = map(int, input().split())

# Check if A or B is odd
if A % 2!= 0 or B % 2!= 0:
    print(""Yes"")
else:
    print(""No"")
",1
p02971,s142280351,LLAMA,Runtime,"N = int(input())
A = [int(x) for x in input().split()]
for i in range(N):
    k = A[i]
    del A[i]
    print(max(A))
    A.insert(i, k)",1
p02709,s803606263,GEMINI,Runtime,"N = int(input())
A = list(map(int, input().split()))
acts = [(x, i) for i, x in enumerate(A)]
acts.sort()
dp = [[-1]*N for _ in range(N)]

def solve(l, r):
    if r < l:
        return 0
    if dp[l][r] >= 0:
        return dp[l][r]
    k = r - l
    act, init_pos = acts[k]
    gain_l = act * abs(l - init_pos)
    gain_r = act * abs(r - init_pos)
    res = dp[l][r] = max(gain_l + solve(l+1, r), gain_r + solve(l, r-1))
    return res

print(solve(0, N-1))",1
p03555,unrelated,GEMINI,Generate,"grid = []
for _ in range(2):
  grid.append(input())

if grid[0][0] == grid[1][2] and grid[0][1] == grid[1][1] and grid[0][2] == grid[1][0]:
  print(""YES"")
else:
  print(""NO"")
",1
p03607,s254221227,LLAMA,Runtime,"N = int(input())
A = [False] * 10 ** 9
cnt = 0
for i in range(N):
  a = int(input())
  if A[a - 1]:
    cnt -= 1
  else:
    cnt += 1
    A[a - 1] = True
print(cnt)",1
p02835,s156485765,LLAMA,Wrong,"a, b, c = map(int, input().split())
if a + b + c >= 22:
    print(""bust"")
else:
    print(""win"")",1
p03286,s850694638,CODESTRAL,Runtime,"N = int(input())
str = ''

while N!= 0:
    if N % 2:
        N -= 1
        N //= -2
        str += '1'
    else:
        N //= -2
        str += '0'

if str == '':
    print(0)
else:
    print(str[::-1])",1
p03006,unrelated,GEMINI,Generate,"n = int(input())
xy = []
for _ in range(n):
    x, y = map(int, input().split())
    xy.append((x, y))

min_cost = n
for i in range(n):
    for j in range(i + 1, n):
        p = xy[j][0] - xy[i][0]
        q = xy[j][1] - xy[i][1]
        if p == 0 and q == 0:
            continue
        cost = 1
        visited = set([i, j])
        for k in range(n):
            if k in visited:
                continue
            if (xy[k][0] - p, xy[k][1] - q) in xy:
                cost += 0
                visited.add(k)
            else:
                cost += 1
                visited.add(k)
        min_cost = min(min_cost, cost)
print(min_cost)
",1
p03773,s077848735,CODESTRAL,Runtime,"a, b = map(int, input().split())

if a + b > 23:
    print((a + b) % 24)
else:
    print(a + b)",1
p02775,s658543828,GEMINI,Runtime,"n = int(input())
s = 0
res = 0
while n > 0:
    if n % 10 >= 5:
        res += 10 - (n % 10)
        n += 1
    else:
        res += n % 10
    n //= 10
print(res)",1
p03222,s957342310,LLAMA,Runtime,"#!/usr/bin/env python3
from itertools import product
import sys

try:
    from typing import Dict, List, Tuple
except ImportError:
    pass


MOD = 1000000007  # type: int


def isvalid(ptn: ""Tuple[bool]""):
    return not any(h1 and h2 for h1, h2 in zip(ptn, ptn[1:]))


def solve(H: int, W: int, K: int):
    validptns: ""List[Tuple[bool]]"" = [
        ptn
        for ptn in product((False, True), repeat=W - 1)
        if isvalid(ptn)
    ]
    dp: ""List[int]"" = [1 if i == K - 1 else 0 for i in range(W)]
    for _ in range(H):
        newdp: ""List[int]"" = [0] * W
        for ptn in validptns:
            for s in range(W):
                t = s
                if s < W - 1 and ptn[s]:
                    t = s + 1
                elif s > 0 and ptn[s - 1]:
                    t = s - 1
                newdp[t] += dp[s]
                newdp[t] %= MOD
        dp = newdp

    print(dp[0])


def main():
    def iterate_tokens():
        for line in sys.stdin:
            for word in line.split():
                yield word
    tokens = iterate_tokens()
    H = int(next(tokens))  # type: int
    W = int(next(tokens))  # type: int
    K = int(next(tokens))  # type: int
    solve(H, W, K)


if __name__ == '__main__':
    main()",1
p02572,s261141085,GEMINI,Runtime,"import numpy as np
n  = int(input())
a_ls = list(map(int, input().split()))

a_ls = np.array(a_ls)%(10**9+7)
a_ls2 = a_ls.reshape(1, -1)
tmp = np.dot(a_ls2, a_ls2.T)%(10**9+7)
ans = int(((np.sum(tmp) - np.sum(np.diag(tmp)))/2)%(10**9+7))
print(ans)",1
p02772,s537530792,CODESTRAL,Wrong,"lis = list(map(int,input().split()))
x = 0
for i in lis[1:]:
    if i % 2 == 0:
        if i % 3!= 0 and i % 5!= 0:
            x = 1
            break
if x == 0:
    print(""APPROVED"")
else:
    print(""DENIED"")",1
p02900,unrelated,LLAMA,Generate,"  def get_max_divisors(a, b):
    divisors = []
    for i in range(1, int(a**0.5) + 1):
        if a % i == 0:
            divisors.append(i)
            if a // i != i:
                divisors.append(a // i)
    for i in range(1, int(b**0.5) + 1):
        if b % i == 0:
            if i not in divisors:
                divisors.append(i)
                if b // i != i and b // i not in divisors:
                    divisors.append(b // i)
    return len(divisors)",1
p03433,s231621890,GEMINI,Wrong,"a=int(input())
b=int(input())
if (a + b * 500) == a:
  print(""Yes"")
else:
  print(""No"")",1
p03018,s180744676,CODESTRAL,Wrong,"s = input()
s = s.replace(""BC"", ""D"")
acnt = 0
dcnt = 0
ans = 0
for i in s[::-1]:
    if i == ""D"":
        dcnt += 1
    elif i == ""A"":
        ans += acnt * dcnt
        acnt += 1
    else:
        acnt = 0
        dcnt = 0
ans += acnt * dcnt
print(ans)",1
p02804,s267666800,GEMINI,Wrong,"from scipy.misc import comb  # AtCoderに出すときはspecialをmiscに変える
N, K = map(int, input().split())
A = [int(x) for x in input().split()]
A = sorted(A)
mod = (10**9)+7
minlist = [0] * N
maxlist = [0] * N
ans = 0

kari = comb((N - 1), K-1, exact=True) % mod
# print(kari)
ans += (kari * A[N-1]) % mod
ans -= (kari * A[0]) % mod
ans = ans % mod

for i in range(1, N):
    if N - i >= K:
        if N - i == 1:
            kari = 1
        else:
            kari = comb(N - i - 1, K - 1, exact=True) % mod

        # print(kari)
        ans += (kari * A[N-i-1]) % mod
        ans -= (kari * A[i]) % mod
        ans = ans % mod
print(ans)",1
p02554,unrelated,CODESTRAL,Generate,"MOD = 10**9 + 7

def main():
    n = int(input())
    if n == 1:
        print(0)
        return
    ans = pow(10, n, MOD) - pow(9, n, MOD) * 2 + pow(8, n, MOD)
    ans = (ans * pow(2, MOD - 2, MOD)) % MOD
    print(ans)

main()
",1
p02603,s972478575,CODESTRAL,Wrong,"def main():
    n = int(input())
    a = list(map(int, input().split()))
    ans = 1000
    for i in range(n - 1):
        m = 1000
        ls = [0 for _ in range(n)]
        ls[i] = 1
        l = i
        for j in range(i + 1, n):
            if a[j] > a[l]:
                ls[j] = 1
                if j > 0 and ls[j - 1] == 1:
                    ls[j - 1] = 0
                l = j
            elif a[l] > a[j]:
                ls[j] = -1
                if j > 0 and ls[j - 1] == -1:
                    ls[j - 1] = 0
                l = j
            else:
                ls[j] = 0
                l = j
        cnt = m // a[i]
        m = m - cnt * a[i]
        pt = 0
        for k in range(len(ls)):
            if ls[k] == 1:
                m = m + cnt * a[k]
                cnt = 0
            elif ls[k] == -1:
                cnt = m // a[k]
                m = m - cnt * a[k]
                pt = k
        m = m + cnt * a[pt]
        if m > ans:
            ans = m
    print(ans)

if __name__ == ""__main__"":
    main()",1
p02689,s935143128,GEMINI,Wrong,"n, m = list(map(int, input().split()))

height = [int(i) for i in input().split()]

tele = {}
for num, h in enumerate(height, 1):
    tele[num] = [h, ""G""]

for roads in range(m):
    a, b = list(map(int, input().split()))
    if (tele[a][0] < tele[b][0]):
        tele[a][1] = ""N""
    elif (tele[b][0] < tele[a][0]):
        tele[b][1] = ""N""

ans_list = tele.values()
ans = 0
for a in ans_list:
    if (a[1] == ""G""):
        ans += 1

print(ans)",1
p03311,s837582867,CODESTRAL,Wrong,"N = int(input())
data = list(map(int, input().split()))
for i in range(N):
    data[i] -= (i + 1)
ave = sum(data) / N
key = int(ave)
key1 = key + 1
data.sort()
sumdata = 0
sumdata1 = 0
for i in data:
    sumdata += abs(i - key)
    sumdata1 += abs(i - key1)
print(min([sumdata, sumdata1]))",1
p03013,s769520683,GEMINI,Runtime,"n, m = map(int, input().split())

broken_steps = set()
for _ in range(m):
    broken_steps.add(int(input()))

dp = [0] * (n + 1)
dp[0] = 1
dp[1] = 1

for i in range(2, n + 1):
    if i in broken_steps:
        continue
    dp[i] = (dp[i - 1] + dp[i - 2]) % 1000000007

print(dp[n])",1
p03696,s248645140,CODESTRAL,Wrong,"from sys import stdin
n = int(stdin.readline().rstrip())
s = stdin.readline().rstrip()
sn = """"
point = 0
for i in range(n):
    if s[i] == ""("":
        sn += ""(""
        point += 1
    else:
        if point > 0:
            sn += "")""
            point -= 1
        else:
            sn = ""("" + sn
            point += 1
if point > 0:
    sn += "")"" * point
print(sn)",1
p02631,s546092511,CODESTRAL,Runtime,"from functools import reduce

n = int(input())
A = list(map(int, input().split()))
B = reduce(lambda a, b: a ^ b, A)
ans = map(lambda x: x ^ B, A)
print(*ans)",1
p02763,s373970286,CODESTRAL,Wrong,"import sys

N = int(sys.stdin.readline().rstrip())
S = sys.stdin.readline().rstrip()
Q = int(sys.stdin.readline().rstrip())

BIT = [{""a"": 0, ""b"": 0, ""c"": 0, ""d"": 0, ""e"": 0,
        ""f"": 0, ""g"": 0, ""h"": 0, ""i"": 0, ""j"": 0,
        ""k"": 0, ""l"": 0, ""m"": 0, ""n"": 0, ""o"": 0,
        ""p"": 0, ""q"": 0, ""r"": 0, ""s"": 0, ""t"": 0,
        ""u"": 0, ""v"": 0, ""w"": 0, ""x"": 0, ""y"": 0, ""z"": 0} for _ in range(N + 1)]  # 初期化

def add(A, B):
    for k in A.keys():
        A[k] += B[k]
    return A

def sub(A, B):
    for k in A.keys():
        A[k] -= B[k]
    return A

def count(A):
    return 26 - list(A.values()).count(0)

def identify(i):
    d = sub(sum(i), sum(i - 1))
    for k, v in d.items():
        if v == 1:
            return k

# 初期化
for j in range(N):
    i = j + 1
    while i <= N:
        BIT[i][S[j]] += 1
        i += (i & -i)

# 文字の交換
def change(i, c, char):
    global BIT, N
    while i <= N:
        BIT[i][char] -= 1
        BIT[i][c] += 1
        i += (i & -i)

# 文字数の取り出し
def sum(i):
    global BIT, N
    _sum = {""a"": 0, ""b"": 0, ""c"": 0, ""d"": 0, ""e"": 0,
            ""f"": 0, ""g"": 0, ""h"": 0, ""i"": 0, ""j"": 0,
            ""k"": 0, ""l"": 0, ""m"": 0, ""n"": 0, ""o"": 0,
            ""p"": 0, ""q"": 0, ""r"": 0, ""s"": 0, ""t"": 0,
            ""u"": 0, ""v"": 0, ""w"": 0, ""x"": 0, ""y"": 0, ""z"": 0}
    while i > 0:
        _sum = add(_sum, BIT[i])
        i -= (i & -i)
    return _sum

for _ in range(Q):
    q, x, y = sys.stdin.readline().rstrip().split()
    if q == ""1"":
        x = int(x)
        char = identify(x)
        change(x, y, char)
    else:
        x = int(x)
        y = int(y)
        print(count(sub(sum(y), sum(x - 1))))",1
p03340,unrelated,GEMINI,Generate,"def solve(N, A):
  ans = 0
  for l in range(1, N + 1):
    xor = 0
    sum = 0
    for r in range(l, N + 1):
      xor ^= A[r - 1]
      sum += A[r - 1]
      if xor == sum:
        ans += 1
  return ans

N = int(input())
A = list(map(int, input().split()))
print(solve(N, A))
",1
p02886,s885520861,GEMINI,Runtime,"n = int(input())
d = list(map(int, input().split()))
sum = 0
for i in range(n):
  for j in range(i + 1, n):
    sum += d[i] * d[j]
print(sum)",1
p04019,s018821110,CODESTRAL,Runtime,"s = input()
if not ((""N"" in s) ^ (""S"" in s)) and not ((""E"" in s) ^ (""W"" in s)):
    print(""Yes"")
else:
    print(""No"")",1
p03295,s646214493,LLAMA,Wrong,"n, m = map(int, input().split())
aArr = []
for i in range(m):
    a = list(map(int, input().split()))
    aArr.append(a)

# 一番目のお願いのとき
rangeArr = []
rangeArr.append(aArr[0])
ans = 1

for arIn in aArr[1:]:
    flag = 0
    for ranIn in rangeArr:
        if ranIn[0] < arIn[0] and arIn[0] < ranIn[1]:
            ranIn[0] = arIn[0]
            flag = 1
        elif ranIn[1] > arIn[1] and arIn[1] > ranIn[0]:
            ranIn[1] = arIn[1]
            flag = 1
        if flag == 1:
            break
    if flag == 0:
        ans = ans + 1
        rangeArr.append(arIn)

print(ans)",1
p03039,s677922837,LLAMA,Wrong,"n, m, k = map(int, input().split())
mod = 10 ** 9 + 7
res_n, res_m = 0, 0

for i in range(n):
    for j in range(n):
        res_n += abs(i - j)
        res_n %= mod
res_n = (res_n * (m ** 2)) % mod

for i in range(m):
    for j in range(m):
        res_m += abs(i - j)
        res_m %= mod
res_m = (res_m * (n ** 2)) % mod

res = (res_n + res_m) // 2

f = [1 for _ in range(n*m)]
for i in range(1, n*m):
    f[i] = f[i-1] * i % mod

res = res * f[n*m-2] * pow(f[k-2], mod-2, mod) * pow(f[n*m-k], mod-2, mod) % mod

print(res)",1
p03416,unrelated,LLAMA,Generate,"  def count_palindromes(a, b):
    count = 0
    for i in range(a, b+1):
        if str(i) == str(i)[::-1]:
            count += 1
    return count",1
p03281,s726896087,GEMINI,Runtime,"def solve():
    N = int(input())
    
    c = 0
    for i in range(1, N+1, 2):
        f = factorize(i)
        l = []
        for j in f:
            l.append(j)
            if i // j != j:
                l.append(i // j)
        l.append(i)
        l.append(1)
        s = len(set(l))
        if s == 8:
            c += 1

    return c

print(solve())",1
p03447,s694303736,GEMINI,Runtime,"a = int(input())
b = int(input())
c = int(input())
x = int(input())

remaining = x - a
donuts_bought = remaining // b
remaining = remaining % b

print(remaining)",1
p02769,s220899185,GEMINI,Runtime,"#input
n, k = map(int, input().split())

#output
mod = pow(10, 9) + 7

def cmb(n, r):
    res = 1
    fac = 1
    for i in range(r):
        res *= (n-i)
        res %= mod
        fac *= (i+1)
        fac %= mod
    return res*pow(fac, mod-2, mod) % mod

if n <= k-1:
    print(cmb(2*n-1, n))
else:
    answer = 0
    for m in range(k+1):
        answer += cmb(n, m)*cmb(n-1, k-m) % mod

print(answer % mod)",1
p02951,s662653720,CODESTRAL,Wrong,"# Calculate the amount of water that can be transferred from bottle 2 to bottle 1
transfer = min(c, a - b)

# Update the amount of water in bottle 2
c -= transfer

print(c)",1
p04029,unrelated,LLAMA,Generate,"  def get_total_candies(n):
    return sum(range(1, n + 1))",1
p03263,s278139415,CODESTRAL,Wrong,"import sys

def main():
  input = sys.stdin.readline
  H, W = map(int, input().split())
  M = [list(map(int, input().split())) for _ in range(H)]

  count = 0
  manup = []
  for y in range(H):
    for x in range(W):
      if M[y][x] % 2 == 1:
        if x < (W-1) and M[y][x+1] > 0:
          count += 1
          manup.append([y+1, x+1, y+1, x+2])
          M[y][x] -= 1
          M[y][x+1] -= 1
        elif y < H-1 and M[y+1][x] > 0:
          count += 1
          manup.append([y+1, x+1, y+2, x+1])
          M[y][x] -= 1
          M[y+1][x] -= 1

  print(count)
  if count > 0:
    for m in manup:
      print('{} {} {} {}'.format(m[0], m[1], m[2], m[3]))

if __name__ == '__main__':
  main()",1
p03326,unrelated,LLAMA,Generate,"N = int(input())
M = int(input())

x = [int(input()) for _ in range(N)]
y = [int(input()) for _ in range(N)]
z = [int(input()) for _ in range(N)]

dp = [[0] * (M + 1) for _ in range(N + 1)]

for i in range(1, N + 1):
    for j in range(1, M + 1):
        dp[i][j] = max(dp[i - 1][j], dp[i - 1][j - 1] + x[i - 1] * y[i - 1] * z[i - 1])

print(dp[N][M])",1
p03290,unrelated,LLAMA,Generate,"  from math import inf

def solve(D, G, p, c):
    dp = [[inf] * (G + 1) for _ in range(D + 1)]
    dp[0][0] = 0
    for i in range(1, D + 1):
        for j in range(G + 1):
            dp[i][j] = min(dp[i - 1][j], dp[i - 1][max(0, j - 100 * i)] + c[i - 1])
    return dp[D][G]

if __name__ == ""__main__"":
    D, G = map(int, input().split())
    p = [0] + list(map(int, input().split()))
    c = [0] + list(map(int, input().split()))
    print(solve(D, G, p, c))",1
p03059,unrelated,LLAMA,Generate,"  def get_total_biscuits(A, B, T):
    total_biscuits = 0
    for i in range(1, T + 1):
        if i % A == 0:
            total_biscuits += B
    return total_biscuits

A = int(input())
B = int(input())
T = int(input())

print(get_total_biscuits(A, B, T))",1
p03626,s087253856,GEMINI,Runtime,"n = int(input())
s = input()
s2 = input()
if len(s)==2:
    print(3)
    exit()
i = 0

d = []#0が縦、1が横
while i<n:
    try:
        if s[i]==s[i+1] or s2[i]==s2[i+1]:
            d.append(1)
            i+=1
        else:
            d.append(0)
        i+=1
    except:
        break

ans = 1
#print(d)
if d[0]==0:
    ans = 3
else:
    ans = 6
mod = 10**9+7
for j in range(1,len(d)):
    if d[j]==0:
        if d[j-1]==0:
            ans*=2
    else:
        if d[j-1]==1:
            ans*=3
        else:
            ans*=2####
    ans%=mod
    

    
print(ans)",1
p03253,unrelated,GEMINI,Generate,"import sys
mod = 10**9 + 7

def count_sequences(n, m):
    dp = [0] * (m + 1)
    dp[1] = 1
    for i in range(2, m + 1):
        for j in range(1, i + 1):
            if i % j == 0:
                dp[i] = (dp[i] + dp[i // j]) % mod
    return dp[m]

n, m = map(int, sys.stdin.readline().split())
print(count_sequences(n, m))
",1
p03090,s021165133,GEMINI,Wrong,"N = int(input())

M = N * (N - 1) // 2
for S in range(N, M+1):
    A = [[0] * N for _ in range(N)]
    E = 0
    for i in range(N):
        s = S - sum(A[i])
        if s < 0:
            break
        for j in reversed(range(i+1,N)):
            if s - i - 1 > j + 1 or s == j + 1:
                E += 1
                A[i][j] = j + 1
                A[j][i] = i + 1
                s -= j + 1
            if s == 0:
                break
        else:
            continue
    else:
        print(E)
        for i in range(N):
            for j in range(i+1,N):
                if A[i][j] > 0:
                    print(i+1, j+1)
        break",1
p02705,s644587441,LLAMA,Wrong,"import math
def circle(R):
  return 2*R*math.pi",1
p03126,s880711665,GEMINI,Wrong,"n,m = list(map(int,input().split()))
food = [0] * m
for i in range(n):
    a = list(map(int,input().split()))
    for j in a[1:]:
        food[j-1] += 1
        
count = 0
for i in range(len(food)):
    if food[i] == n:
        count += 1
print(count)",1
p03197,s985793118,GEMINI,Wrong,"N = int(input())
a = [int(input()) for _ in range(N)]
 
if N == 2 and min(a) == 1:
    print(""first"")
else:
    if sum(a) % 2 == 0:
        print(""second"")
    else:
        print(""first"")",1
p03000,s481720333,LLAMA,Runtime,"d, i = 0, 0
while d <= x:
    d += L[i]
    i += 1

print(i)",1
p02700,s072416657,GEMINI,Wrong,"A, B, C, D = map(int, input().split())

if (A - D * ((C + B - 1) // B)) > 0:
    print('Yes')
else:
    print('No')",1
p02790,s260552890,GEMINI,Wrong,"n, m = map(int,input().strip().split())
if int(str(m)*n) < int(str(n)*m):
    print(str(m)*n)
else:
    print(str(n)*m)",1
p03110,s893383877,GEMINI,Wrong,"sum41 = 0
n = int(input())
for _ in range(n):
	tmp = input().split(' ')
	sum41 += float(tmp[0]) if tmp[1] == 'JPY' else float(tmp[0]) * 380000.0
print(sum41)",1
p03003,unrelated,CODESTRAL,Generate,"
def solve(n, m, s, t):
    mod = 10**9 + 7
    dp = [[0] * (m + 1) for _ in range(n + 1)]
    dp[0][0] = 1
    for i in range(n + 1):
        for j in range(m + 1):
            if i > 0:
                dp[i][j] = (dp[i][j] + dp[i - 1][j]) % mod
            if j > 0:
                dp[i][j] = (dp[i][j] + dp[i][j - 1]) % mod
            if i > 0 and j > 0 and s[i - 1] == t[j - 1]:
                dp[i][j] = (dp[i][j] - dp[i - 1][j - 1] + mod) % mod
    return dp[n][m]

n, m = map(int, input().split())
s = list(map(int, input().split()))
t = list(map(int, input().split()))
print(solve(n, m, s, t))",1
p02553,s171374059,GEMINI,Wrong,"n = list(map(int,input().split()))

x = False
y = False

if max(n[0],n[1]) < 0:
    x = True
    
if max(n[2],n[3]) < 0:
    y = True

if x and y:
    ans = n[0] * n[2]
elif x:
    ans = n[0] * n[3]
elif y:
    ans = n[1] * n[2]
else:
    ans = n[1] * n[3]

print(ans)",1
p03402,s275913208,CODESTRAL,Runtime,"a, b = map(int, input().split())

k = 50

m = []

for i in range(2 * k):
    m.append([""#""] * (2 * k))

a, b = a - 1, b - 1

for i in range(0, 2 * k, 2):
    for j in range(0, 2 * k, 2):
        if a > 0:
            m[i][j] = "".""
            a -= 1

for i in range(1, 2 * k, 2):
    for j in range(1, 2 * k, 2):
        if b > 0:
            m[i][j] = ""#""
            b -= 1

print(2 * k, 2 * k)

for i in m:
    print("""".join(i))",1
p03059,s512292483,GEMINI,Runtime,"x, y, z = map(int, input().split())

A = (z + 0.5) // x

print(int(A * y))",1
p04044,s602666687,CODESTRAL,Runtime,"# -*- coding: utf-8 -*-

# AtCoder Beginner Contest
# Problem B

if __name__ == '__main__':
    n, length = list(map(int, input().split()))
    s = sorted([input() for _ in range(n)])

    print(''.join(s))",1
p03559,unrelated,GEMINI,Generate,"n = int(input())
a = list(map(int, input().split()))
b = list(map(int, input().split()))
c = list(map(int, input().split()))

a.sort()
b.sort()
c.sort()

count = 0
i = 0
j = 0
k = 0

while i < n and j < n and k < n:
  if b[j] > a[i] and c[k] > b[j]:
    count += (n - k) * (n - j)
    i += 1
  else:
    if b[j] <= a[i]:
      i += 1
    else:
      j += 1

print(count)
",1
p02707,unrelated,GEMINI,Generate,"n = int(input())
a = list(map(int, input().split()))
subordinates = [0] * (n + 1)
for i in range(2, n + 1):
  subordinates[a[i - 1]] += 1
for i in range(1, n + 1):
  print(subordinates[i])
",1
p03141,s370018296,CODESTRAL,Runtime,"n = int(input())

a = []
b = []

for _ in range(n):
    a_i, b_i = map(int, input().split())
    a.append(a_i)
    b.append(b_i)

import math

def combinationListRecursive(data, r):
    if r == 0 or r > len(data):
        return []

    result = []
    _combinationListRecursive(data, r, 0, [], result)
    return result

def _combinationListRecursive(data, r, start, progress, result):
    if r == 0:
        result.append(progress)
        return

    for i in range(start, len(data)):
        _combinationListRecursive(data, r - 1, i + 1, progress + [data[i]], result)

result = combinationListRecursive(range(n), math.ceil(n/2))
best = 0
for i in result:
    atmp = 0
    btmp = 0
    for k in range(n):
        if k in i:
            atmp += a[k]
        else:
            btmp += b[k]
    if best < atmp - btmp:
        best = atmp - btmp
print(best)",1
p02714,unrelated,CODESTRAL,Generate,"# Read the input
n = int(input())
s = input()

# Initialize the count of triplets
count = 0

# Iterate through all possible i, j, k
for i in range(n):
    for j in range(i + 1, n):
        for k in range(j + 1, n):
            # Check if the triplet satisfies both conditions
            if s[i]!= s[j] and s[i]!= s[k] and s[j]!= s[k] and j - i!= k - j:
                # Increment the count of triplets
                count += 1

# Print the count of triplets
print(count)
",1
p03347,s861294487,LLAMA,Wrong,"import sys
input = sys.stdin.readline
n = int(input())
a = [int(input()) for _ in range(n)]
if a[0] != 0:
    print(-1)
    exit()

ans = 0
for i in range(1, n):
    if a[i] > a[i - 1]:
        ans += a[i] - a[i - 1]
    else:
        ans += 1

print(ans)",1
p03060,s922747577,GEMINI,Runtime,"N=int(input())
V=list(map(int,input().split()))
C=list(map(int,input().split()))
ans=0
for i in range(N):
  a=V[i]-C[i]
  if a>0:
    ans+=a
print(ans)",1
p03186,s184935585,LLAMA,Runtime,"A, B, C = map(int, input().split())
if A + B >= C - 1:
    print(C + B)
else:
    print(A + A + B + 1)",1
p03244,s037209270,LLAMA,Runtime,"# coding: utf-8
# Your code here!
import numpy as np

n = input()
m = input().strip().split()
l = [0] * 100000
k = [0] * 100000
b = m[0::2]
c = m[1::2]

for i in b:
    i = int(i)
    l[i] = l[i] + 1

for j in c:
    j = int(j)
    k[j] = k[j] + 1

print(len(b) - int(max(l)) + len(c) - int(max(k)))",1
p02935,s616004759,CODESTRAL,Runtime,"import itertools as it
import numpy as np
from copy import deepcopy

def main():
    inputs = [input() for _ in range(2)]
    N = int(inputs[0])
    ingredients = [float(i) for i in inputs[1].split(' ')]

    combinations = [list(it.combinations(range(l), 2)) for l in range(2, len(ingredients) + 1)]
    combinations.reverse()

    indexes = np.empty((np.prod([len(c) for c in combinations]), len(combinations)), dtype='i')
    for i, combination in enumerate(combinations):
        indexes[:, i] = np.array(list(range(len(combination))) * int(len(indexes) / len(combination)))

    best_ingredient = 0.
    for index in indexes:
        routs = []
        curr_ingredients = deepcopy(ingredients)
        for n, i in enumerate(index):
            routs.append(combinations[n][i])
        for rout in routs:
            i, j = rout
            new_ingredient = (curr_ingredients.pop(max(i, j)) + curr_ingredients.pop(min(i, j))) / 2.
            curr_ingredients.append(new_ingredient)
        if best_ingredient < curr_ingredients[0]:
            best_ingredient = curr_ingredients[0]

    print(best_ingredient)

if __name__ == '__main__':
    main()",1
p03549,unrelated,CODESTRAL,Generate,"import math

def expected_time(N, M):
    p = 0.5
    q = 1 - p
    time_M = 1900
    time_N_M = 100

    # Calculate the expected value of the total execution time
    X = M * time_M * (1 / p) + (N - M) * time_N_M

    return int(X)

# Read input
N, M = map(int, input().split())

# Calculate and print the expected value of the total execution time
print(expected_time(N, M))
",1
p03475,unrelated,CODESTRAL,Generate,"n = int(input())
trains = [list(map(int, input().split())) for _ in range(n - 1)]
earliest_times = [0] * n
for i in range(n - 2, -1, -1):
    c, s, f = trains[i]
    earliest_time = float('inf')
    for j in range(s, 10 ** 5 + 1, f):
        if j + c >= earliest_times[i + 1]:
            earliest_time = j + c
            break
    earliest_times[i] = earliest_time
for i in range(n):
    print(earliest_times[i])
",1
p03471,s977427922,CODESTRAL,Wrong,"# -*- coding: utf-8 -*-
# init
n, y = map(int, input().split())
a, b, c = -1, -1, -1

try:
  for i in range(n + 1):
    for j in range(n - i + 1):
      k = n - (i + j)
      if ((i * 10000) + (j * 5000) + (k * 1000) == y) and (i + j + k == n):
        a, b, c = i, j, k
        raise StopIteration
finally:
  print(a, b, c)",1
p03046,s098526332,GEMINI,Runtime,"M,K = map(int,input().split())

num = 2**(M+1)

if K >= num//2 or (M==1 and K==1):
    print(-1)
else:
    ans = [0]*num
    for i in range(2**M):
        if i==K: continue
        ans[i] = i
        ans[num-1-i] = i
    ans[num//2-1] = K
    ans[-1] = K
    
print(*ans)",1
